AT,V,AP,RH,PE
19.09,39.39,1013.36,59.14,466.13
17.12,48.6,1007.38,79.15,454.47
11.26,40.43,1025.68,74.67,489.66
14.54,39.39,1013.87,76.39,470.23
15.59,45.09,1013.41,91.97,457.54
22.63,70.47,1008,82.27,441.92
14.6,44.84,1023.58,88.21,464.88
27.56,66.93,1016.81,55.59,444.1
7.7,40.72,1022.81,81.97,482.79
13.35,41.16,1011.32,89.12,474.57
5.3,35.19,1019.33,93.86,484.42
21.6,62.52,1017.23,67.87,453.28
4.31,38.5,1011.75,82.08,492.92
12.8,42.18,1016.27,83.9,467.69
16.61,43.77,1012.25,77.23,457.66
22.5,70.94,1008.04,82.39,442.4
17.85,45.64,1020.11,82.94,459.59
9.59,37.14,1013.8,72.85,474.74
29.08,52.84,1006.14,40.09,438.24
16.85,42.24,1017.43,66.01,472.63
18.71,39.39,1014.09,62.82,465.57
19.69,56.65,1020.84,72.14,455.07
16.1,36.71,1013.58,74.41,471.46
28.87,71.97,1008.74,82.61,435.86
31.4,70.32,1011.62,65.01,433.42
8.34,40.72,1023.62,83.75,483.14
12.2,44.77,1018.64,76.1,469.41
13.61,41.16,1020.49,75.09,462.67
31.38,72.29,1008.73,73.27,430.58
31.9,69.4,1003.4,57.76,436.04
20.78,68.28,1008.75,60.87,450.57
26.72,67.79,1010.35,63.31,444.68
24.6,49.3,1003.72,72.26,439.46
33.6,77.17,1009.01,47.53,430.32
12.12,38.28,1013.7,91.27,469.59
20.31,69.94,1009.7,86.53,446.87
18.74,44.34,1019.4,55.16,468.84
29.22,73.18,1012.22,64.91,430.57
23.66,61.86,1013.33,83.09,444.27
22.88,71.73,1010.11,86.96,436.36
18.21,41.85,1014.67,56.86,468.4
32.51,69.98,1013.29,54.07,429.66
10.99,44.63,1020.67,90.09,473.29
20.37,69.48,1011.04,84.31,445.81
17.12,49.5,1014.79,87.03,463.39
10.42,44.85,1014.18,88.36,479.03
5.25,42.85,1013.75,89.67,477.78
30.39,66.54,1002.7,59.15,428.89
17.99,50.16,1009.98,100.09,451.38
31.73,73.42,1010.8,61.81,430.46
24.31,65.34,1013.82,63.85,449.88
25.82,59.43,1008.08,65.25,436.67
9.98,41.62,1013.56,95.77,463.16
10.94,43.67,1012.36,73.3,477.34
21.31,49.39,1020.18,71.35,455.34
12.47,45.01,1017.8,95.25,467.18
33.24,74.34,1002.58,45.05,435.5
31.62,64.05,1010.94,58.93,439.09
23.68,68.12,1011.18,72.45,441.54
18.41,49.69,1006.66,80.55,454.97
14.71,44,1024.98,85.08,462.87
5.54,45.87,1008.69,95.91,478.02
19.78,44.71,1015.7,29.43,465.49
10.29,41.74,1019.9,80.51,480.62
14.26,44.2,1019.81,76.46,462.87
19.13,58.66,1013.32,74.86,453.92
28.08,73.42,1012.17,62.74,434
25.22,71.85,1009.78,68.96,438.71
12.31,40.64,1020.71,94.6,475.65
20.65,48.41,1008.38,91.02,447.35
18.11,44.85,1014.48,48.94,458.85
9.47,41.4,1026.49,87.9,479.68
29.92,57.19,1008.62,45.8,438.99
8.72,40.72,1023.48,77.87,485.3
7.24,41.17,1020.35,80.56,486.76
28.01,65.34,1014.68,46.86,440.77
23.4,49.16,1002.85,69.82,446.05
16.05,41.96,1011.82,96.05,463.72
5.57,42.85,1013.55,92.14,488.85
32.19,69.13,1000.45,48.22,425.21
8.18,43.69,1017.16,88.16,487.83
28.37,63.31,1013.18,49.02,437.64
30.56,69.04,1009.29,55.73,442.24
7.66,41.92,1031.96,82.48,485.11
14.67,45.01,1014.28,67.91,460.47
26,69.88,1007.99,87.07,434.79
12.1,40.27,1005.53,68.37,477.61
17.37,41.23,998.79,68.44,461.08
16.78,41.35,1000.23,70.52,459.64
26.8,72.58,1009.22,89.03,431.18
11.53,41.39,1018.39,85.52,474.49
14.09,45.87,1009.05,84.09,465.6
18.89,66.86,1012.38,71.96,454.02
15.43,40.89,1010.63,73.03,468.35
30.8,73.17,1010.51,51.93,432.24
11.65,41.54,1020.09,67.96,476.4
14.73,39.82,1012.67,80.82,470.41
10.33,40.6,1015,88.62,478.3
19.23,45.01,1012.24,72.91,450.77
20.18,43.56,1013.14,39.16,462.8
20.27,57.76,1016.66,75.76,450.71
24.54,58.66,1011.63,57.62,448.11
33.82,73.03,1013.49,42.17,439.3
18.84,61.27,1019.64,71.95,454.47
8.99,36.66,1028.11,71.98,481.03
7.44,41.04,1021.84,88.56,479.08
32.37,68.67,1005.45,47.98,430.35
26.11,73.17,1009.8,65.18,434.94
17.67,45.09,1014.26,51.92,457.67
32,65.74,1011.22,46.16,440.26
22.95,63.94,1013.91,81.52,438.33
12.52,40.24,1020.45,97.41,470.56
25.42,69.71,1009.29,82.5,435.59
5.76,45.87,1010.83,95.79,481.4
26.33,64.45,1013.12,43.31,450.67
31.54,77.24,1008.23,70.19,431.27
23.86,73.5,1011.34,87.32,438.62
13.9,39.59,1011.84,94.74,465
20.76,58.18,1007.8,99.22,449.25
23.03,59.04,1011.85,81.24,444.85
28.68,73.77,1004.72,87.01,431.66
27.82,59.15,1012.74,42.78,442
9.68,38.16,1015.54,79.67,475.51
19.88,47.03,1012.27,91.99,456.44
16.72,44.78,1007.75,56.79,453.39
19.3,46.93,1014.83,66.71,456.62
22.44,63.86,1020,64.83,447.3
10.8,39.58,1011.99,87.54,478.24
27.11,66.49,1013.71,39.28,435.79
7.11,43.13,1018.96,87.82,486.11
14.33,45.51,1015.42,71.55,468.92
23.96,51.3,1011.81,71.81,451.11
31.25,73.5,1010.81,45.2,432.25
10.03,41.62,1014.55,95.61,462.73
22.61,45.38,1013.92,62.91,459.53
15.14,44.21,1019.97,83.86,463.1
13.17,36.71,1012.82,72.76,474.93
31.1,69.51,1010.84,45.4,429.74
5.89,35.77,1019.78,79.58,479.86
28.74,71.14,1011.53,48.6,430.12
23.89,70.04,1011.16,84.9,433.71
25.21,59.21,1013.19,62.85,438.7
6.61,38.68,1017.5,63.88,483.88
23.79,59.44,1012.53,79.48,448.67
19.09,42.44,1012.93,63.59,461.84
28.61,69.84,1004.24,67.74,429.91
12.16,45,1021.51,50.52,482.99
23.63,58.62,1016.45,69.97,445.51
10.7,36.18,1018.16,63.15,475.08
31.59,58.9,1003.39,47.6,440.52
17.54,44.58,1016.56,79,465.51
22.93,58.2,1017.75,54.09,444.95
13.72,49.83,1006.88,89.49,463.65
23.62,49.21,1014.1,49.54,443.53
31.35,67.32,1013.74,38.56,439.81
15.56,41.04,1025.8,64.81,457.11
29.2,70.79,1004.8,63.74,425.2
30.75,73.5,1011.02,54.76,429.18
14.87,54.3,1017.17,71.57,462.87
11.21,44.03,1007.95,93.03,471.79
31.98,73.42,1010.66,60.06,432.2
4.81,42.85,1013.96,86.94,479.8
12.27,41.17,1019.41,58.1,475.13
19.15,56.53,1019.95,84.1,456.4
25.77,59.39,1014.76,69.99,438.64
20.28,57.25,1010.12,88.42,452.03
25,59.43,1007.84,68.91,438.28
20.24,58.41,1013.73,99.59,449.49
15.3,38.62,1017.19,70.63,462.65
34.4,77.95,1009.83,57.86,430.87
11.02,41.44,1015.28,83.53,476.68
23.09,45.01,1012.25,43.95,453.45
26.13,57.32,1012.27,45.78,441.6
26.44,71.77,1006.68,81.45,430.12
11.76,40.96,1023.22,81.31,475.18
26.05,56.85,1012.78,59.09,438.59
25.6,59.15,1013.31,67.02,441.11
16.5,53.29,1017.7,95.66,458.37
28.18,71.14,1011.56,48.03,432.72
24.31,44.05,1006.16,73.3,442.69
16.73,43.79,1016.25,73.58,468.87
31.76,66.54,1003.02,49.64,430.18
14.95,43.52,1022.43,94.75,464.98
27.76,71.97,1008.53,86.97,434.04
9.26,40.11,1024.38,74.82,460.72
13.23,52.72,1026.4,75.78,465.26
28,74.22,1008.68,66,433.94
8.51,39.96,1026.34,96.1,475.96
9.29,39.04,1022.72,74.29,482.55
21.3,66.86,1013.04,55.43,450.56
26.34,68.67,1006.54,72.48,437.52
13.83,40.2,1013.28,90.44,465.53
7.01,37.8,1021.47,62.84,483.95
12.57,39.18,1023.09,77.28,471.87
10.03,43.72,1011.46,96.89,473.26
10.38,40.71,1025.27,80.87,481.3
19.05,53.16,1013.22,82.8,455.76
4.99,39.04,1020.45,78.89,472.52
22.95,67.79,1009.89,91.69,442.19
18.85,67.32,1012.91,82.37,446.7
22.26,60.37,1008.14,92.37,441.33
18.92,62.26,1012.05,85.99,451.51
6.57,39.37,1020.2,77.37,487.94
28.3,64.33,1011.23,68.88,441.51
11.48,41.14,1027.67,90.5,464.07
7.11,40.77,1022.4,90.95,475.55
14.84,43.69,1016.31,68.67,472.07
18.92,67.71,1008.19,64.53,446.77
30.03,67.9,1006.22,52.61,426.13
23.32,69.23,1011.75,75.59,436.18
32.25,77.54,1010.46,54.57,430.86
15.47,43.13,1015.11,50.5,466.63
20.74,58.12,1015.43,77.88,449.91
24.37,70.02,1010.97,71.97,443.53
16.52,44.88,1017.61,90.08,459.73
18.4,40.79,1006.18,92.36,461.29
27.35,69.48,1008.51,65.81,432.31
20.16,57.76,1019.34,72.1,455.13
30.2,71.85,1008.25,59.1,425.21
31.32,74.33,1012.92,36.48,429.57
26.66,73.56,1006.9,99.27,433.62
10.67,45,1022.99,85.91,481.83
21.73,61.45,1010.27,91.59,442.78
17.37,58.49,1012.2,91.14,456.29
19.69,39.72,1001.49,60.34,456.55
22.03,64.69,1007.21,75.75,440.92
25.21,65.34,1013.94,65.04,446.68
26.07,69.23,1013.32,54.03,436.94
10.63,44.2,1018.63,90.26,477.19
9.64,36.66,1027.1,70.11,479.08
13.8,39.39,1013.85,81.95,471.7
15.37,43.67,1011.9,91.48,468.23
23.57,67.9,1006.08,70.12,446.72
13.86,41.58,1020.69,70.74,461.56
25.24,66.54,1002.07,81.22,433.86
9.33,36.3,1027.88,79.23,479.6
21.67,69.71,1010.46,96.83,440.16
13.44,37.85,1009.78,99.13,469.89
10.02,42.44,1014.57,99.16,478.5
31.54,72.58,1007.61,65.57,427.31
31.33,65.18,1011.97,36.62,435.77
6.86,40.02,1031.5,77.94,476.45
11.05,40.71,1024.91,76.42,479.59
13.01,41.49,1019.82,92.86,466.5
23.14,58.18,1008.89,81.82,444.51
12.54,43.69,1017.26,83.59,470.04
10.47,43.14,1010.35,86.86,476.55
20.87,63.31,1012.27,79.51,446.7
13.75,44.47,1029.63,70.74,467.14
19.29,67.71,1007.94,63.71,449.28
23.09,69.71,1009.75,91.35,437.7
23.39,68.51,1013.09,78.6,438.35
13.32,41.7,1020.22,88.3,451.93
12.32,41.62,1012.88,88.88,464.72
27.75,65.34,1014.8,45.91,440.83
22.87,71.29,1008.1,73.1,442.27
23.6,48.98,1015.41,48.28,448.43
22.52,67.32,1011.4,66.2,443.49
16.68,53.16,1014.32,78.02,456.29
24.87,58.33,1013.76,54.55,440.79
8.44,41.17,1019.9,70.72,486.15
32.11,78.05,1010.36,58.78,431.31
22.72,69.84,1005.96,83.9,436.7
8.04,40.64,1020.64,89.26,477.78
13.92,39.85,1012.64,68.03,473.47
25.95,59.27,1010.9,70.42,444.19
6.18,41.38,1020.23,81.38,490.81
23.13,61.47,1008.96,85.5,438.8
8.91,40.69,1015.11,89.65,481.59
14.29,37.85,1009.98,92.81,468.63
29.24,74.67,1015.81,59.95,432.61
26.62,65.12,1016,43.24,441.22
9.96,42.03,1017.78,82.39,477.85
20.72,44.57,1008.96,72.57,449.76
24.96,60.84,1018.13,59.51,442.36
21.45,45.09,1013.83,52.26,453.15
15.6,44.68,1018.35,85.91,463.82
15,40.66,1016.28,89.62,456.63
23.45,69.04,1010.5,80.77,442.48
22.22,48.98,1015.87,53.18,447.1
9.52,40.96,1023.48,86.49,483.59
11.33,41.5,1013.58,88.7,475.01
13.64,34.03,1018.32,62.2,469.61
19.48,58.79,1017.6,88.72,450.55
11.45,40.8,1027.74,78.6,476.28
22.04,69.51,1013.25,56.15,446.34
28.18,77.54,1011.99,74.72,430.55
13.79,45.08,1025.02,84.36,469.55
27.47,63.78,1016.07,48.47,446.69
5.84,41.38,1020.34,82.41,489.4
23.39,63.94,1010.54,89.94,441.44
11.74,40.6,1013.91,90.57,473.84
20.95,48.14,1013.3,67.72,452.38
18.03,53.16,1013.06,82.03,458.04
19.36,44.6,1016.25,45.65,464.56
24.27,68.28,1005.43,67.63,445.23
22.01,60.84,1017.55,83.82,441.9
10.42,41.46,1021.04,89.16,479.24
25.38,63.87,1018.7,52.48,442.13
28.85,66.54,1010.73,43.27,437.79
20.27,63.09,1016.6,90.7,446.75
23.43,63.94,1010.64,89.29,440.16
9.01,38.56,1016.67,63.61,482.37
23.26,63.56,1013.64,71.3,446.67
32.72,69.75,1009.6,49.35,437.99
30.49,64.44,1013.43,51.73,438.09
9.33,42.49,1008.93,82.59,478.43
26.4,48.41,1008.51,66.95,442.23
31.24,72.39,999.47,68.17,430.7
15.38,43.99,1022.42,83.41,462.48
18.06,43.14,1013.95,62.21,461.27
29.67,66.51,1015.6,34.1,434.8
13.26,40.83,1007.97,90.63,472.14
10.73,44.92,1025.1,85.4,476.81
17.18,46,1002.74,100.1,454.02
26.91,70.47,1007.55,72.59,434.24
26.15,63.21,1012.31,76.44,441.23
24.46,61.9,1013.88,87.16,441.34
24.05,61.87,1009.64,54.54,442.16
25.48,65.12,1016.12,53.66,447.85
8.43,40.69,1020.36,87.28,484.94
9.55,40.67,1018.56,70.72,486.34
24.27,61.47,1007.84,80.85,448.66
19.43,52.9,1018.35,61.12,456.08
27.08,66.05,1017.91,59.1,441.16
25.55,58.95,1017.12,51.84,442.3
17.22,36.71,1013.77,67.92,465.32
10.42,41.46,1021.04,89.16,479.24
30.84,66.75,1017.54,40.69,432.03
9.65,41.03,1021.09,64.97,481.68
10.59,38.38,1021.58,68.23,474.94
25.53,71.85,1009.19,74.7,431.26
30.89,74.87,1008.99,56.58,432.68
5.84,41.38,1020.34,82.41,489.4
25.41,77.54,1009.68,89.09,434.09
19.14,56.65,1020.84,82.97,458.06
27.24,44.89,1009.61,51.89,442.84
14.21,39.16,1016.5,85.09,473.87
21.35,57.76,1017.36,73.1,452.57
24,75.23,1010.69,72.46,443.78
19.67,59.39,1014.07,77.67,447.61
22.78,58.59,1012.84,65.55,445.45
18.5,41.85,1015.81,64.78,466.8
19.09,42.44,1012.93,63.59,461.84
29.52,77.24,1008.55,76.24,433.82
10.73,40.35,1012.27,89.65,477.23
29.03,69.51,1009.8,47.04,435.09
28.88,54.89,1007.16,46.6,440.99
23.25,72.99,1009.17,89.85,438.51
23.82,44.89,1009.39,74.69,445.45
17.07,41.35,1005.88,83.43,464.6
7.91,38.56,1016.48,68.94,485.95
12.2,39.72,1018.07,54.83,471.33
21.99,51.19,1009.19,82.58,446.93
27.79,71.85,1008.95,87.35,427.67
3.51,35.47,1017.53,86.56,489.07
28.17,72.43,1007.37,68.92,428.88
24.04,51.95,1006.13,73.92,450.07
15.27,41.16,1009,84.12,467.01
12.21,41.67,1012.88,85.19,475.07
20.85,48.7,1007.11,87.2,449.57
8.23,43.79,1016.11,82.11,484.67
22.35,66.44,1011.19,65.41,445.27
21.47,57.19,1006.45,75.8,448.31
5.98,38.91,1016.5,91.83,488.85
16.63,39.16,1005.85,72.02,460.29
30.26,59.22,1013.18,61.08,442.98
18.36,53.16,1013.31,83.18,458.47
23.03,59.04,1011.85,81.24,444.85
14.41,46.18,1016.25,88.88,462.49
18.55,61.87,1008.45,65.3,450.73
29.48,59.27,1010.99,51.23,440.72
30.28,58.9,1005.03,54.59,439.06
17.99,50.16,1009.98,100.09,451.38
20.72,44.57,1008.96,72.57,449.76
18.93,59.39,1013.92,68.78,450.14
11,40.23,1019.08,86.5,475.9
32,58.9,1003.48,51.38,437.81
30.12,69.71,1009.1,52.02,435.85
22.1,68.12,1012.71,79.77,440.08
28.92,66.51,1015.5,34.51,439.09
31.42,69.13,1009.34,57.16,425.98
14.66,41.66,1012.89,62.41,466.87
10.94,39.04,1021.81,86.02,479.2
18.99,44.58,1018.29,54.71,468.35
22.58,41.54,1013.21,71.33,460.95
12,41.5,1013.21,86.75,473.68
17.36,52.9,1015.42,69.97,458.66
23.96,60.95,1015.01,65.24,446.4
23.3,72.99,1008.54,92.11,437.62
24.96,69.68,1011.37,63.12,447.2
7.63,40.56,1023.13,81.01,486.7
18.92,44.63,1020.32,47.81,451.64
26.38,70.47,1007.36,76.91,434.02
22.89,80.25,1006.38,80.25,446.15
25.18,56.89,1012.26,64.46,442.42
31.26,70.36,1006.49,60.47,438.15
25.25,58.46,1015.54,70.76,444.05
12.92,39.35,1014.56,88.29,469.83
22.12,60.77,1018.01,83.87,443.97
19.04,68.28,1004.52,86.16,444.54
16.16,25.88,1009.58,72.24,461.86
10.15,39.22,1020.09,68.75,474.87
19.69,56.65,1020.86,70.02,454.87
7.53,41.74,1022.45,90.85,487.25
13.15,42.44,1014.51,99.53,469.34
20.42,45.01,1012.23,66.5,451.28
16.97,50.9,1012.31,82.65,463.28
5.43,39.9,1007.5,86.27,487.84
20.96,69.48,1011.04,82.63,444.31
8.28,40.56,1023.29,79.44,486.4
27.04,65.06,1013.33,52.37,439.84
18.62,59.15,1012.85,82.54,450.81
11.81,40.75,1016.13,84.14,477.22
14.5,41.76,1023.94,84.42,464.23
29.6,71.94,1007.07,62.65,429.02
14.3,53.82,1016.64,63.9,465.42
12.21,44.34,1017.98,86.17,475.06
15.99,39.63,1006.09,89.92,464.95
21.03,59.8,1015.86,76.63,453.86
21.96,48.78,1019.56,85.05,451.58
22.79,50.78,1008.65,58.39,447.12
10.07,40.92,1021.43,97.15,467.01
12.71,41.39,1019.3,74.2,475.13
16.94,50.59,1018.75,94.22,460.64
21.69,44.57,1005.84,71.53,447.88
11.58,39.69,1005.17,86.55,469.6
23.37,63.87,1016.67,60.44,446.42
8.3,40.35,1012.37,98.17,481.77
19.66,59.87,1018.75,87.6,446.28
5.85,40.77,1022.44,84.77,480.59
18.14,67.71,1003.82,95.69,442.45
14.21,39.16,1016.5,85.09,473.87
14,41.78,1010.96,48.37,465.62
11.42,40.35,1011.55,82.71,478.7
20.98,42.23,1013.12,67.37,461.9
10.8,39.58,1011.99,87.54,478.24
27.36,58.33,1013.86,56.7,439.14
24.26,61.02,1009.78,76.68,442.86
5.09,42.85,1013.78,91.34,481.24
23.55,73.18,1011.85,87.97,437.88
16.12,45.87,1008.15,86.12,457.41
22.47,47.45,1007.62,76.65,447.14
23.79,58.2,1016.77,55.88,446.88
27.54,75.6,1018.26,57.89,440.87
16.3,41.16,1007.88,76.61,463.47
13.55,40.1,1014.57,81.48,469.57
28.5,72.99,1007.02,67.13,433.24
14.79,39.54,1007.25,82.54,469.23
23.3,48.78,1018.17,75.36,441.08
24.05,67.83,1009.35,63.8,442.53
19.9,56.53,1020.52,78.05,456.48
24.45,66.49,1014.24,58.15,449.22
18.93,44.06,1017.58,68.23,454.75
18.85,67.32,1012.91,82.37,446.7
14.93,39.39,1014.31,80.68,468.88
10.11,42.49,1010.22,82.11,483.56
28.62,68.24,1010.15,69.31,428.08
9.46,36.66,1026.22,72.58,479.06
25.08,51.43,1011.8,71.98,446.67
26.12,70.47,1009.93,72.13,434.67
26.68,62.91,1012.33,60.78,441.04
20.76,69.05,1001.89,77.86,442.82
12.36,40.56,1022.11,72.99,474.71
32.48,69.75,1009.05,40.47,438.17
11.23,39.72,1018.46,60.62,475.04
12.54,41.62,1010.86,83.42,461.08
5.18,41.31,1000.59,92.14,485.2
6.13,40.64,1020.69,94.57,481.13
27.54,74.22,1007.44,75.91,430.72
15.21,43.56,1012.92,56.61,467
29.19,67.51,1011.48,55.55,446.97
18.47,62.1,1019.86,82.57,452.51
5.25,40.07,1019.48,67.7,495.23
6.9,39.81,1016.74,88.24,481.88
11.42,41.38,1021.98,60.19,479.23
15.12,52.05,1014.63,80.38,464.78
10.17,41.46,1020.01,84.86,482.36
9.19,41.01,1022.14,98.98,468.37
14.36,40,1016.16,68.79,460.42
12.15,45.01,1018.89,90.02,468.07
23.81,73.17,1012.13,86.13,438.11
16.73,45,1023.44,60.68,467.08
15.6,41.7,1019.15,84.1,461.38
30.63,74.22,1007.47,46.52,430.38
5.21,35.79,1011.5,95.08,484.03
10.68,37.92,1009.59,65.05,474.03
12.42,43.8,1023.13,79.8,466.59
13.78,39.85,1012.7,71.99,474.9
25.1,69.89,1015.42,85.81,434.98
21.23,57.32,1010.99,75.17,443.87
28.39,51.43,1011.74,47.54,449.63
14.03,41.79,1008.07,83.32,457.98
25.63,56.85,1012.68,49.7,439.2
29.14,75.23,1010.15,54.87,434.82
24.63,65.38,1010.43,40.68,446.23
28.56,65.27,1013.28,49.95,437.45
9.45,43.5,1018.89,84.29,476.1
26.13,79.74,1005.61,90.27,431.29
11.63,40.55,1022.89,87.12,474.67
15.15,41.35,1006.3,86.16,468.64
25.89,48.41,1008.59,65.38,442.12
22.96,70.79,1005.68,93.93,434.47
28.28,68.67,1006.36,69.9,435.29
27.58,73.06,1009.63,88.31,438.1
19.12,50.16,1011.52,99.71,451.49
11.7,41.16,1019.58,87.49,464.12
20.41,50.32,1008.45,93.12,447.06
17,45.09,1013.52,88.32,458.94
26.44,71.73,1009.52,81.75,430.55
9.51,39.22,1015.3,72.41,474.12
25.42,74.22,1009.04,88.55,433.97
12.11,41.17,1019.46,62.59,475.53
19.83,63.94,1019.81,75.05,448.03
23.75,61.5,1008.16,69.14,442.35
15.58,40.66,1016.34,87.42,460.61
17.29,42.86,1014.38,72.3,464.27
7.99,41.38,1021.95,78.77,487.57
16.36,44.88,1018.34,76,468.53
30.2,74.34,1004.17,74.77,431.77
13.48,40.73,1017.59,94.81,463.6
31.91,67.83,1008.76,53.22,425.28
13.35,40.27,1005.83,49.75,474.68
12.56,41.4,1019.23,74.26,472.54
23.48,64.15,1021.08,57.77,450.89
32.22,70.8,1009.9,62.03,433.07
6.92,43.13,1018.26,89.23,486.36
26.18,69.14,1006.54,85.95,436
19.08,59.15,1013.1,81.82,451.33
16.37,54.3,1017.94,63.63,459.97
29.01,70.32,1007.26,60.55,429.23
17.54,58.49,1012.35,91.56,453.02
16.39,52.75,1024.42,54.61,459.48
13.83,44.45,1021.5,68.75,462.6
20.47,63.07,1012.79,88.67,451.71
22.61,44.05,1005.69,76.74,443.45
24.74,59.39,1015.23,74.64,437.49
25.47,65.34,1015.3,50.31,445.39
20.25,57.76,1016.28,77.76,452.66
25.31,65.48,1018.31,55.57,439.72
14.81,39.58,1011.62,73.64,467.32
13.49,44.63,1019.12,70.02,471.08
19.44,48.7,1008.66,94.71,444.9
32.74,68.31,1010.23,41.29,441.66
32.81,71.32,1007.69,47.29,434.38
24.26,66.44,1011.33,55.32,445.63
22.48,67.45,1014.77,63.9,445.55
18.75,63.09,1018.19,87.84,450.98
11.64,40.22,1010.58,80.84,477.52
23.45,69.04,1010.5,80.77,442.48
11.69,35.76,1019.02,55.6,471.72
27.77,63.87,1017.97,38.77,444.06
31.19,69.68,1012.6,52.06,440.97
9.25,41.82,1033.25,74.73,478.48
12.59,41.14,1025.79,86.55,465.74
29.9,74.99,1002.28,59.76,436.77
24.43,65.27,1013.25,55.4,440.99
29.95,73.42,1011.44,66.32,432.81
10.1,41.58,1021.26,94.06,468.19
12.2,39.72,1018.07,54.83,471.33
26.52,43.77,1011.49,46.98,440.31
10.36,41.46,1017.53,92.04,478.27
25.88,66.48,1004.24,63.16,434.4
11.21,40.75,1016.45,86.14,479.2
9.76,40.71,1020.88,91.82,470.95
8.91,43.52,1022.78,98,478.38
7.76,37.7,1014.82,76.47,480.7
10.57,41.55,1003.62,67.89,475.6
9.59,38.56,1017.01,60.1,481.3
19.13,45.38,1014.72,81.95,459.94
14.6,42.32,1015.71,77.03,464.67
20.79,65.59,1014.9,77,450.3
24.34,62.96,1019.7,61.44,446.09
27.81,64.69,1006.59,71.75,437.02
10.23,42.07,1017.93,91.1,475.14
20.96,61.27,1019.99,67.32,448.77
12.71,43.8,1023.15,71.16,466.2
13.5,54.3,1016.2,77.46,468.92
15.33,52.05,1014.15,80.56,452.82
14.44,40.1,1015.51,79.78,468.19
14.17,39.59,1010.99,94.08,464.17
7.47,40.07,1015.45,50.3,489.59
25.32,54.5,1015.5,68.17,451.52
12.66,43.67,1012.49,95.96,472.44
14.55,42.74,1028.41,70.09,465.81
20.46,59.21,1018.42,85.89,445.22
12.07,43.71,1025.53,85.62,472.32
8.72,40.02,1031.32,78.09,477.86
14.1,39.16,1008.19,74.05,464.07
17.29,52.72,1024.71,62.32,467.23
23.7,64.45,1012.87,38.24,451.16
20.23,52.05,1012.15,47.49,457.57
9.37,44.77,1020.61,87.31,474.41
22.31,51.19,1009.38,79.72,444.74
29.04,60.07,1014.88,47.23,438.5
14.13,41.23,994.6,93.02,467.84
9.74,41.01,1019.12,98.39,465.8
14.72,41.23,997.91,82.69,467.11
7.82,38.91,1015.58,90.11,479.15
17.32,42.24,1017.35,62.96,472.33
14.22,45.01,1014.17,70.14,464.06
30.2,56.9,1006.89,42.69,436.17
12.45,37.92,1008.03,61.87,470.59
18.6,41.67,1013.07,64.23,458.91
4.7,39.9,1007.45,91.02,487.78
12.93,41.39,1018.5,80.28,472.57
24.58,48.98,1014.96,38.75,459.79
16.44,53.82,1015.4,63.16,462.09
23.31,60.08,1017.14,64.35,452.65
6.8,41.16,1023.17,95.4,477.8
21.57,66.49,1014.76,68.19,455.18
25.69,57.32,1012.34,44.18,441.43
18.5,51.43,1010.82,92.04,459.42
24.67,61.5,1009.06,72.77,437.37
22.35,65.61,1016.27,73.93,448.41
19.13,50.78,1008.51,87.54,447.03
21.18,70.02,1010.27,96.46,442.51
29.86,70.8,1010.22,70.36,437.47
22.98,73.17,1011.94,90.13,438.5
12.55,38.91,1012.58,75.44,474.35
13.48,40.35,1011.71,69.44,474.72
15.31,40.66,1016.46,84.64,458.26
29.93,69.48,1009.21,54.59,430.75
9.44,44.03,1009.59,86.27,473.61
13.03,39.35,1015.34,79.18,474.02
23.25,71.29,1008.05,71.36,442.21
21.71,76.86,1006.71,76.86,438.41
16.68,53.16,1014.32,78.02,456.29
25.38,62.96,1019.98,56.88,444.83
17.57,44.06,1015.43,72.75,459.73
24.99,58.79,1016.37,67.16,439.2
20,63.31,1017.06,63.1,449.68
15.15,39.58,1011.94,73.63,466.78
22.29,61.27,1019.05,58.23,449.81
23.26,58.2,1016.72,57.98,446.87
18.47,62.1,1019.86,82.57,452.51
30.73,69.89,1015,58.9,426.79
23.56,73.18,1012.18,87.98,437.92
4.23,38.44,1016.46,76.64,489
27.01,65.06,1013.16,53.02,439.81
29.05,68.24,1007.88,42.67,433.92
27.18,61.41,1012.17,46.11,449.7
10.48,41.38,1021.97,65.22,481.41
30.54,70.17,999.42,64.32,434.62
26.31,63.77,1014.15,69.36,440.1
10.12,41.55,1005.78,62.34,475.46
26.51,50.05,1006.75,65.34,440.22
12.27,41.17,1019.39,52.18,473.84
20.92,70.02,1010.23,95.58,444.64
13.48,40.35,1011.71,69.44,474.72
12.54,44.03,1007.05,84.03,471.86
15.21,43.56,1012.92,56.61,467
12.81,45.51,1015.46,79.97,469.27
11.95,40.69,1015.62,85.34,475.4
14.62,43.99,1023.6,86.7,461.88
29.34,71.98,1005.19,75.19,428.24
23.25,69.45,1013.85,70.14,437.18
22.99,60.95,1015.14,69.86,449.7
14.81,40.71,1018.54,73,467.66
30.27,64.69,1006.3,53.69,435.67
12.73,40.27,1005.68,68.77,475.61
10.17,41.46,1020.01,84.86,482.36
9.06,39.3,1019.73,84.23,480.41
24.06,69.94,1005.47,60.46,436.88
21.75,50.12,1009.36,94.41,446.64
19.15,39.72,1001.49,58.62,457.45
29.26,69.34,1009.76,58.64,435.32
30.56,69.14,1007.49,71,432.26
20.77,45.87,1008.07,76.22,452.71
